Название;Средний балл ЕГЭ;Рост/Падение;Количество студентов, зачисленных на бюджет;Количество БВИ;Средний балл с вычетом ИД?;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Id лого;Адрес;Наличие военной кафедры;Наличие отсрочки от армии;Ссылка на документ о приеме
 Казанский (Приволжский) федеральный университет; 80.0; -0.5; 2893; 10; Да;бакалавриат;42;258.0;162480;магистратура;29;83.0;170940;cf12a1e1-a102-467f-a2df-f2a96ef1e8ad;420008, Республика Татарстан, г. Казань, ул. Кремлевская, д.18;False;True;https://admissions.kpfu.ru/priem-v-universitet/plan-priema-2021-kolichestvo-mest-vstupitelnye-ispytaniya-i-minimalnye-bally
 Кубанский государственный аграрный университет имени И.Т. Трубилина ; 67.9; 1.4; 1001; 0; Нет;бакалавриат;57;225.0;140400;магистратура;6;51.0;50100;55f0feed-c484-42c0-89b4-1299091335f7;350044, Краснодарский край, г. Краснодар, ул. Калинина, д. 13;True;True;https://kubsau.ru/upload/iblock/591/591181670a0dbc9ba253f62ae560131f.pdf
 Кубанский государственный университет ; 76.6; 0.2; 1766; 7; Да;бакалавриат;50;224.0;135000;магистратура;22;84.0;143000;9476cfaa-2a3e-4135-9b62-954a0e5bbc48;350040, г.Краснодар, ул.Ставропольская, 149;False;True;https://www.kubsu.ru/sites/default/files/insert/page/2022_places_b_0.pdf
 Кузбасский государственный технический университет имени Т.Ф. Горбачева ; 58.2; -1.4; 826; 0; Да;бакалавриат;80;120.0;148081;магистратура;;;;4cc6afb0-3237-43f2-93a5-e137e0fd6485;650000, г.Кемерово, ул.Весенняя, д.28;True;True;https://kuzstu.ru/abiturientu/tsifri-priema/bakalavriat-spetsialitet-golovnoi-vuz-i-filiali/
 Марийский государственный университет ; 66.9; 1.2; 1277; 0; Нет;бакалавриат;20;152.0;133000;магистратура;15;44.0;140000;45e50d68-f320-4053-a31b-6ee1d1e2f48e;424000, Республика Марий Эл, г. Йошкар-Ола, площадь им. Ленина, д.1;False;True;https://marsu.ru/abitur/pravila/plan_priema/
 МИРЭА - Российский технологический университет; 81.5; 1.6; 3031; 54; Да;бакалавриат;340;244.0;192000;магистратура;105;65.0;204000;fa7b2da0-a4f0-466b-a6cc-363b8a4f9b10;119454, г. Москва, просп. Вернадского, д. 78;True;True;https://priem.mirea.ru/first-degree/list/head
 Московский авиационный институт (национальный исследовательский университет); 78.5; 1; 2790; 22; Да;бакалавриат;56;230.0;;0;0;0;0;f43a93df-e3d5-401e-93a4-671357cffc11;125993, г.Москва, Волоколамское шоссе, д.4;True;True;https://mai.ru/science/postgraduate/kcp/
 Московский автомобильно-дорожный государственный технический университет (МАДИ); 65.7; -0.5; 794; 1; Да;бакалавриат;30;195.0;212400;0;0;0;0;b7b5e2a1-8473-4b30-a0ce-09e48c532bda;125319, г. Москва, Ленинградский проспект, 64;True;True;https://pk.madi.ru/59-plan-priema.html
 Московский государственный технический университет имени Н.Э. Баумана; 82.7; 0.8; 3551; 201; Да;бакалавриат;54;257.0;302533;магистратура;34;87.0;324577;4477ba99-638d-4c7d-91eb-288dfbcee2ae;105005, г.Москва, 2-я Бауманская ул., д.5;True;True;https://api.www.bmstu.ru/file/89037/download
 Московский государственный университет геодезии и картографии; 70.9; -2.8; 467; 2; Да;бакалавриат;50;216.0;195000;магистратура;29;55.0;208500;c4a988d5-e80c-45f7-ae33-9e513600eae3;г.Москва, Гороховский пер.,4;True;True;http://www.miigaik.ru/applicants/number/
 Московский педагогический государственный университет; 79.5; -0.5; 1225; 5; Да;бакалавриат;40;146.0;255000;0;0;0;0;6542a2e2-9f14-46e3-877c-fa82368fcd1b;119571, город Москва, проспект Вернадского, дом 88;False;True;http://mpgu.su/postuplenie/normativno-pravovoe-obespechenie-priema/
 Московский политехнический университет; 76.1; 2.5; 1756; 35; Да;бакалавриат;25;0.0;102800;магистратура;30;40.0;269000;d9fd69da-2f68-4a93-aae0-6058fc175c09;107023 г. Москва, ул. Большая Семеновская д.38;False;True;https://new.mospolytech.ru/postupayushchim/priem-v-universitet/pravila-priema/
 Московский технический университет связи и информатики; 75.1; -1.8; 1022; 18; Да;бакалавриат;27;235.0;37000;0;0;0;0;296bbceb-de32-4475-9103-34034f676114;111024, г. Москва, ул. Авиамоторная, д. 8а;False;False;https://abitur.mtuci.ru/admission/firstcourse_budget/detail.php?ide=4099&ids=356
 Национальный исследовательский Томский государственный университет; 80.1; 0.7; 2109; 127; Да;бакалавриат;;;;магистратура;;;;9dcc834c-4241-4fcd-b482-005315a24f28;634050, г. Томск, пр. Ленина 36;True;True;http://abiturient.tsu.ru/sites/default/files/prilozhenie_1.1_bakalavriat_i_specialitet_16032021.pdf
 Национальный исследовательский Томский политехнический университет; 74.8; -3.2; 1809; 54; Нет;бакалавриат;60;230.0;196960;магистратура;40;57.0;109980;29ca77c0-5f4a-41f8-affb-02c84cc42b09;634050, Томская область, г. Томск, просп. Ленина, д. 30;True;True;https://abiturient.tpu.ru/uploads/008e90e7daf883a68d53ac2e7a09ec8f.pdf
 Нижегородский государственный архитектурно-строительный университет; 69.2; -1.3; 732; 0; Нет;бакалавриат;35;229.0;126300;магистратура;0;0.0;139000;e840fa81-67ac-4b9d-9f18-5beb42d239bd;603950 г.Нижний Новгород ул.Ильинская, д. 65;False;True;https://nngasu.ru/entrant/2021_%D0%B1%D0%B0%D0%BA-%D1%81%D0%BF%D0%B5%D1%86_%D0%9F%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%201%20(%D0%BA%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE%20%D0%BC%D0%B5%D1%81%D1%82)___.pdf
 Новосибирский государственный архитектурно-строительный университет; 67.2; 0.5; 649; 0; Нет;бакалавриат;0;0.0;48000;магистратура;6;70.0;37000;038b9a66-cd38-4072-911c-690b643ab0d3;630008, г. Новосибирск, ул. Ленинградская, 113;False;True;https://new.sibstrin.ru/abitur/plan-nabora/
 Новосибирский государственный педагогический университет; 69.9; -0.7; 998; 0; Да;бакалавриат;25;143.0;141000;0;0;0;0;f9f63d72-a880-4f50-8e5d-1bf31f526ad7;630126, г. Новосибирск, ул. Вилюйская, д. 28;False;True;https://nspu.ru/abiturientu/
 Омский государственный технический университет; 64.4; 0.9; 1891; 1; Нет;бакалавриат;25;175.0;65400;магистратура;42;57.0;69300;f690fe88-dbfe-4589-a0e5-ed63672bd15f;644050, г.Омск, пр. Мира, 11;True;True;https://www.omgtu.ru/entrant/regulatory-documents-for-entering-in-2019-bachelor-specialist-master/%D0%9F%D1%80%D1%82-11-30.10.2020-%D0%9A%D0%BE%D0%BB%D0%9C%D0%B5%D1%81%D1%82.pdf
 Омский государственный университет путей сообщения; 54.8; -2.4; 763; 0; Нет;бакалавриат;15;99.0;49000;магистратура;0;0.0;54300;40ee7bc7-b3d9-42cf-adb5-d649c18ee2d8;644046, г.Омск, пр.Маркса, д.35;False;True;https://www.omgups.ru/abitur/plan-priema/
 Орловский государственный университет имени И.С. Тургенева; 68.2; -0.9; 1581; 2; Нет;бакалавриат;18;182.0;120960;0;0;0;0;16de6da3-7e1f-45d8-a41e-ae074e9cb94c;302026, г.Орел, ул.Комсомольская, д.95;False;True;http://oreluniver.ru/file/documents/count_mest_bak_2022.pdf
 Пензенский государственный университет; 69.6; -2.1; 1522; 9; Да;бакалавриат;25;197.0;112140;магистратура;8;0.0;118980;f1bb004b-e12d-4f4d-9be1-54e0320dd3f3;440026, г.Пенза, ул.Красная, 40;True;True;https://pnzgu.ru/files/pnzgu.ru/abitur/2021/bak_spec/obschee_kolichestvo_mest_bs2021.pdf
 Пензенский государственный университет архитектуры и строительства; 65.6; 2.6; 540; 25; Да;бакалавриат;;;;магистратура;0;0.0;122998;d2c08249-35f6-4ad5-8aef-685fd88629dd;440028, г.Пенза, ул. Германа Титова, д. 28;False;True;http://www.pguas.ru/left-menu-abitur-select-commit
 Пермский государственный национальный исследовательский университет; 71.8; -2.5; 1472; 2; Нет;бакалавриат;58;204.0;142600;0;0;0;0;2801b9c9-a027-4b63-826a-b9aed8d1b98a;614068, г.Пермь, ул.Букирева, 15;False;True;http://www.psu.ru/universitet/normativnye-dokumenty/bazovye-normativnye-dokumenty/pravila-priema/pravila-priema-v-2022-godu-bakalavriat-specialitet#p1
 Пермский национальный исследовательский политехнический университет; 69.0; -0.2; 1822; 0; Нет;бакалавриат;0;0.0;60000;магистратура;5;0.0;147000;acf8d4f4-c1ba-433c-821e-7762d24b69fa;614990, г.Пермь, Комсомольский проспект, д. 29;False;True;https://pstu.ru/files/2/file/enrollee/!PLAN_priema_2021_2.pdf
 Петрозаводский государственный университет; 70.2; 0.6; 1336; 1; Нет;бакалавриат;0;0.0;83350;магистратура;12;40.0;167900;ec58ccf8-3d3b-4e3a-9a34-50d033761092;185910, Республика Карелия, г. Петрозаводск, пр. Ленина, 33;True;False;https://petrsu.ru/page/education/bakalavriat_i_spec/priemnaya-kampaniya/kolitchesvto-byuzhdetnyh-mest
 Поволжский государственный технологический университет ; 68.3; 2.4; 1301; 0; Нет;бакалавриат;100;118.0;114600;0;0;0;0;9c9410df-579c-43e3-bb09-747054f829f0;424000, Республика Марий Эл, г.Йошкар-Ола, пл. Ленина, д.3;False;True;https://dod.volgatech.net/documents/
 Поволжский государственный университет телекоммуникаций и информатики ; 62.7; 0.4; 820; 0; Нет;бакалавриат;0;0.0;30000;магистратура;0;0.0;45500;3548a7bd-4d11-4bfb-82f3-bcfd10270e04;443010, г.Самара, Льва Толстого, д.23;False;True;https://abitur.psuti.ru/priemnaya-kampaniya-2021/Kol-vo-mest-priyoma-2021.pdf
 Псковский государственный университет; 67.8; -2.5; 600; 0; Нет;бакалавриат;0;0.0;36660;магистратура;19;72.0;132000;0ca07599-8499-407c-aef0-a6c39683ff39;180000, г.Псков, пл. Ленина, д.2;False;True;https://abit.pskgu.ru/page/d58b18c3-617b-45ef-a350-5438e043eb77
