Название;Средний балл ЕГЭ;Рост/Падение;Количество студентов, зачисленных на бюджет;Количество БВИ;Средний балл с вычетом ИД?;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Id лого;Адрес;Наличие военной кафедры;Наличие отсрочки от армии;Ссылка на документ о приеме
 Сахалинский государственный университет ; 58.8; -1.3; 327; 1; Нет;бакалавриат;0;0.0;76720;0;0;0;0;a4417690-df58-449b-b340-84e597c768f0;693008, Сахалинская область, г.Южно-Сахалинск, ул.Ленина, д.290;False;True;sakhgu.ru/wp-content/uploads/page/record_122756/2021_01/%D0%B1-%D0%BA%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE-%D0%BC%D0%B5%D1%81%D1%82-%D0%B4%D0%BB%D1%8F-%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0-%D0%BD%D0%B0-%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BF%D0%BE-%D1%80%D0%B0%D0%B7%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%BC-%D1%83%D1%81%D0%BB%D0%BE%D0%B2%D0%B8%D1%8F%D0%BC-%D0%BF%D0%BE%D1%81%D1%82%D1%83%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F-1.docx
 Сибирский федеральный университет; 70.1; -1; 3337; 8; Да;бакалавриат;50;242.0;211306;0;0;0;0;ed090e19-9cf6-40f3-b40d-d4f69a2aabea;660041, Красноярский край, г. Красноярск, просп. Свободный, д. 79;True;True;https://admissions.sfu-kras.ru/exams
 Томский государственный архитектурно-строительный университет; 70.6; 0.5; 670; 0; Нет;бакалавриат;;;;0;0;0;0;7889689a-636f-4afd-b842-e3bfe3a1c125;634003, г.Томск, пл.Соляная, д.2;False;True;https://www.tsuab.ru/abitur/bachelor/#abitur_plan_priema
 Тюменский индустриальный университет; 66.1; -1; 2206; 2; Да;бакалавриат;0;0.0;49200;магистратура;167;64.0;190000;f2954ac7-d586-4f62-a46e-1281bb11f417;625000, Тюменская область, г. Тюмень, ул. Володарского, д. 38;False;False;https://www.tyuiu.ru/abitur/
 Удмуртский государственный университет ; 67.2; -1.6; 1264; 6; Да;бакалавриат;;;65200;магистратура;;;;a6558ddd-86a6-4a6a-83bc-f678ef69a53d;426034, Удмуртская Республика, г. Ижевск, ул. Университетская, д. 1;False;False;https://udsu.ru/admissions/2022/vysshee-obrazovanie-bakalavriat-i-spetsialitet/quantity_2022
 Ульяновский государственный технический университет; 66.8; 0.8; 888; 1; Да;бакалавриат;0;0.0;43500;магистратура;0;85.0;156890;aacb4345-caf2-4e42-be39-1675efdd8046;432027, г.Ульяновск, ул.Северный Венец, 32;False;True;https://ulstu.ru/upload/iblock/fe0/KCP_C_2021.pdf
 Ульяновский государственный университет; 66.3; -1; 853; 0; Нет;бакалавриат;0;0.0;43500;магистратура;0;0.0;149830;aacb4345-caf2-4e42-be39-1675efdd8046;432027, г.Ульяновск, ул.Северный Венец, 32;False;True;https://ulstu.ru/upload/iblock/fe0/KCP_C_2021.pdf
 Уфимский государственный нефтяной технический университет; 73.4; -2.8; 1766; 33; Да;бакалавриат;0;0.0;145000;магистратура;25;84.0;152000;3e989242-fe92-4e7d-b5f9-43a9298079f7;450064, Республика Башкортостан, г.Уфа, ул.Космонавтов, 1;False;True;http://pk.rusoil.net/page/plan-priema-na-programmy-bakalavriata-i-specialiteta
 Ухтинский государственный технический университет; 60.4; 2.6; 604; 0; Нет;бакалавриат;168;118.0;207000;магистратура;56;50.0;221000;9b9a6608-acde-43d9-a9da-8bc7dc2de88f;169300, Республика Коми, г.Ухта, ул. Первомайская, д. 13;False;True;https://www.ugtu.net/abitur/bachelor
 Югорский государственный университет ; 64.6; -3.3; 715; 2; Да;бакалавриат;47;189.0;140000;0;0;0;0;60a04de5-0800-4841-a91a-877f3159a95f;628012, Ханты-Мансийский атономный округ-Югра, г.Ханты-Мансийск, ул. Чехова, д. 16;True;True;https://www.ugrasu.ru/upload/iblock/010/010b1dd638916fed101f050d821497af.pdf
 Южно-Российский государственный политехнический университет имени М.И. Платова ; 59.5; 2.2; 942; 1; Да;бакалавриат;0;0.0;81600;0;0;0;0;14aa519e-7f4f-4468-9b64-1d691477f44b;346428, Ростовская область, г.Новочеркасск, ул. Просвещения 132;True;True;https://abiturient.npi-tu.ru/assets/files/docs/2021/%D0%A1%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%BE%20%D0%BA%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%20%D0%BC%D0%B5%D1%81%D1%82%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0%20%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%20%D0%AE%D0%A0%D0%93%D0%9F%D0%A3%20(%D0%9D%D0%9F%D0%98)%20%D0%B8%D0%BC.%20%D0%9C.%D0%98.%D0%9F%D0%BB%D0%B0%D1%82%D0%BE%D0%B2%D0%B0.pdf
