Название;Средний балл ЕГЭ;Рост/Падение;Количество студентов, зачисленных на бюджет;Количество БВИ;Средний балл с вычетом ИД?;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Id лого;Адрес;Наличие военной кафедры;Наличие отсрочки от армии;Ссылка на документ о приеме
 Смоленский государственный университет; 71.0; 1.8; 321; 0; Да;бакалавриат;8;130.0;106700;магистратура;;;48800;72b735f4-5cf7-4124-8597-756d5d0ab9c1;214000, г. Смоленск, ул. Пржевальского, д.4;False;True;http://abiturient.smolgu.ru/print/bakalavriat-spetsialitet-ochnaya-forma-obucheniya
 Сочинский государственный университет; 66.6; -1.6; 412; 0; Нет;бакалавриат;12;229.0;226800;магистратура;0;87.0;245700;24909351-a034-4eb6-885e-a2ebb8b9cabc;354000, Краснодарский край, г. Сочи, Центральный район, ул. Пластунская, д. 94;False;True;https://sutr.ru/applicants/income-comission/2021/10.2021%20%D0%9A%D0%BE%D0%BB-%D0%B2%D0%BE%20%D0%BC%D0%B5%D1%81%D1%82%20%D0%B1%D0%B0%D0%BA%D0%B0%D0%BB.%20%20%D1%81%20%D0%BF%D1%80%D0%BE%D1%84%D0%B8%D0%BB%D1%8F%D0%BC%D0%B8.pdf
 Сургутский государственный педагогический университет; 66.6; 0.3; 420; 0; Нет;бакалавриат;12;135.0;182580;0;0;0;0;8aef5cbb-a397-4c6f-9aec-0ece94c28e40;628417, Ханты-Мансийский автономный округ - Югра, г. Сургут, ул. 50 лет ВЛКСМ, д. 10/2;False;True;https://www.surgpu.ru/Abitur
 Сыктывкарский государственный университет; 67.6; 0.4; 750; 1; Нет;бакалавриат;15;200.0;214050;магистратура;10;60.0;81150;4b77dbc6-0450-4bfa-878e-d153aaee32fb;167001, Республика Коми, г.Сыктывкар, Октябрьский пр., д.55;False;True;https://syktsu.ru/abitur/
 Тамбовский государственный университет имени Г.Р. Державина; 67.6; -0.9; 929; 0; Нет;бакалавриат;4;223.0;191000;магистратура;;;;eeaec74b-1739-42e4-9c36-02c2329fc9f9;392036, Центральный федеральный округ, Тамбовская область, г. Тамбов, ул. Интернациональная, 33;True;False;http://abiturient.tsutmb.ru/normativno_pravovoe_obespechenie_priema_2020_2021_goda/
 Тольяттинский государственный университет; 64.4; -0.8; 834; 0; Да;бакалавриат;18;366.0;230500;0;0;0;0;5a29fd0c-3c95-4f82-8c54-c325731d8c0a;445020, Самарская область, г. Тольятти, ул.Белорусская, 14;True;True;https://priem.tltsu.ru/upload/docs/Kol_Mest_022020.pdf
 Томский государственный архитектурно-строительный университет; 70.6; 0.5; 670; 0; Нет;бакалавриат;;;;магистратура;;;;7889689a-636f-4afd-b842-e3bfe3a1c125;634003, г.Томск, пл.Соляная, д.2;False;True;https://www.tsuab.ru/abitur/bachelor/#abitur_plan_priema
 Тюменский индустриальный университет; 66.1; -1; 2206; 2; Да;бакалавриат;0;0.0;160000;0;0;0;0;f2954ac7-d586-4f62-a46e-1281bb11f417;625000, Тюменская область, г. Тюмень, ул. Володарского, д. 38;False;False;https://www.tyuiu.ru/abitur/
 Удмуртский государственный университет ; 67.2; -1.6; 1264; 6; Да;бакалавриат;8;198.0;224500;магистратура;8;70.0;243100;a6558ddd-86a6-4a6a-83bc-f678ef69a53d;426034, Удмуртская Республика, г. Ижевск, ул. Университетская, д. 1;False;False;https://udsu.ru/admissions/2022/vysshee-obrazovanie-bakalavriat-i-spetsialitet/quantity_2022
 Ульяновский государственный технический университет; 66.8; 0.8; 888; 1; Да;бакалавриат;14;274.0;99040;магистратура;15;75.0;126810;aacb4345-caf2-4e42-be39-1675efdd8046;432027, г.Ульяновск, ул.Северный Венец, 32;False;True;https://ulstu.ru/upload/iblock/fe0/KCP_C_2021.pdf
 Ульяновский государственный университет; 66.3; -1; 853; 0; Нет;бакалавриат;14;274.0;99040;магистратура;15;75.0;126810;aacb4345-caf2-4e42-be39-1675efdd8046;432027, г.Ульяновск, ул.Северный Венец, 32;False;True;https://ulstu.ru/upload/iblock/fe0/KCP_C_2021.pdf
 Уральский государственный педагогический университет ; 74.3; -0.5; 699; 2; Нет;бакалавриат;0;0.0;40000;0;0;0;0;7d5b14c1-9710-49e2-8182-0e33c95d7d57;454080, г.Челябинск, пр. Ленина, 69;False;False;https://www.cspu.ru/abitur/bachelor/#abitur_plan_priema
 Уральский федеральный университет имени Б.Н. Ельцина; 76.2; -1.4; 4422; 122; Да;бакалавриат;14;254.0;184000;магистратура;7;0.0;134000;f255a4e8-15cf-45d0-a121-19f6f61d0c5d;620002, Свердловская область, г. Екатеринбург, ул. Мира, д. 19;True;True;https://urfu.ru/fileadmin/user_upload/urfu.ru/documents/applicant/2021/postuplenie-vo/Plan_priema_bakalavriat_specialitet_2021.pdf
 Уфимский государственный нефтяной технический университет; 73.4; -2.8; 1766; 33; Да;бакалавриат;10;240.0;197000;магистратура;4;81.0;110000;3e989242-fe92-4e7d-b5f9-43a9298079f7;450064, Республика Башкортостан, г.Уфа, ул.Космонавтов, 1;False;True;http://pk.rusoil.net/page/plan-priema-na-programmy-bakalavriata-i-specialiteta
 Череповецкий государственный университет; 65.7; 0.4; 967; 0; Нет;бакалавриат;0;0.0;68487;0;0;0;0;4968869f-f085-4c90-b3ae-6f8a78695407;162600, Россия, Вологодская область, г. Череповец, проспект Советский, д.10;False;True;https://pk.chsu.ru/dokumenty/podannye-zayavleniya.php
 Чеченский государственный педагогический университет ; 61.1; 2.8; 776; 0; Нет;бакалавриат;0;0.0;42000;0;0;0;0;0b63496f-d351-4c33-ace4-cad20912ac0c;364037, г. Грозный ул. Субры Кишиевой, 33;False;True;https://chspu.ru/abitur/priemnaya-kampaniya-2021-g/bachelor/#abitur_plan_priema
 Чувашский государственный университет имени И.Н. Ульянова ; 70.3; 0.9; 1296; 1; Да;бакалавриат;0;355.0;181430;0;0;0;0;8a6c9f76-166b-4805-8c42-fdf474e8aff6;428015, г.Чебоксары  Московский проспект,15;False;True;https://abiturient.chuvsu.ru/urovni/bakalavriat/byudzhetnye-mesta
 Южно-Российский государственный политехнический университет имени М.И. Платова ; 59.5; 2.2; 942; 1; Да;бакалавриат;0;0.0;30000;0;0;0;0;14aa519e-7f4f-4468-9b64-1d691477f44b;346428, Ростовская область, г.Новочеркасск, ул. Просвещения 132;True;True;https://abiturient.npi-tu.ru/assets/files/docs/2021/%D0%A1%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%BE%20%D0%BA%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%20%D0%BC%D0%B5%D1%81%D1%82%20%D0%B4%D0%BB%D1%8F%20%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0%20%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%20%D0%AE%D0%A0%D0%93%D0%9F%D0%A3%20(%D0%9D%D0%9F%D0%98)%20%D0%B8%D0%BC.%20%D0%9C.%D0%98.%D0%9F%D0%BB%D0%B0%D1%82%D0%BE%D0%B2%D0%B0.pdf
 Южный федеральный университет; 76.7; 0.2; 3088; 34; Да;бакалавриат;40;409.0;222000;магистратура;;;;496e4998-457b-4fed-bc13-18b6158ac498;344006, г.Ростов-на-Дону, ул.Большая Садовая, д. 105/42;True;True;https://sfedu.ru/www/stat_pages22.show?p=ABT/N8206/P
