Название;Средний балл ЕГЭ;Рост/Падение;Количество студентов, зачисленных на бюджет;Количество БВИ;Средний балл с вычетом ИД?;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Форма обучения;Количество бюджетных мест на специальности;Средний балл;Стоимость;Id лого;Адрес;Наличие военной кафедры;Наличие отсрочки от армии;Ссылка на документ о приеме
 Санкт-Петербургский государственный университет; 92.0; 0.1; 2136; 366; Да;бакалавриат;;;;магистратура;2;0.0;23500;cdb5222f-5110-4e24-bd31-5f51766bc907;194021, г.Санкт-Петербург, Институтский пер., д.5 литера У;False;True;https://spbftu.ru/wp-content/uploads/2021/06/200od.pdf
 Саратовский государственный аграрный университет имени Н.И. Вавилова; 55.2; -2.9; 758; 0; Нет;бакалавриат;50;99.0;118450;магистратура;30;30.0;125410;b8bbeb55-c6b3-4603-a9fa-a3b962ea32a5;410012, г. Саратов, Театральная площадь, 1;False;True;http://sgau.ru/abitur/bachelor/#abitur_plan_priema
 Саратовский государственный технический университет; 66.5; 1.8; 1098; 0; Нет;бакалавриат;15;150.0;113080;магистратура;0;70.0;57230;06d0f532-f5cb-4cfe-abbf-05f72e0cc05a;410054, г.Саратов, ул.Политехническая, д. 77;True;True;https://www.sstu.ru/upload/medialibrary/86b/Kol_mest_VO_2021_bak_i_spets_mart_21-_2_.docx
 Саратовский национальный исследовательский государственный университет имени Н. Г. Чернышевского; 69.9; 1.2; 1568; 3; Да;бакалавриат;;;;магистратура;;;;c8963b8c-56ef-4480-8fd1-69d204ca9855;410012, г.Саратов, ул.Астраханская, 83;False;True;https://www.sgu.ru/admission/priemnaya-kampaniya-2022
 Сахалинский государственный университет ; 58.8; -1.3; 327; 1; Нет;бакалавриат;0;0.0;54000;магистратура;18;50.0;;a4417690-df58-449b-b340-84e597c768f0;693008, Сахалинская область, г.Южно-Сахалинск, ул.Ленина, д.290;False;True;sakhgu.ru/wp-content/uploads/page/record_122756/2021_01/%D0%B1-%D0%BA%D0%BE%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%BE-%D0%BC%D0%B5%D1%81%D1%82-%D0%B4%D0%BB%D1%8F-%D0%BF%D1%80%D0%B8%D0%B5%D0%BC%D0%B0-%D0%BD%D0%B0-%D0%BE%D0%B1%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D0%BF%D0%BE-%D1%80%D0%B0%D0%B7%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%BC-%D1%83%D1%81%D0%BB%D0%BE%D0%B2%D0%B8%D1%8F%D0%BC-%D0%BF%D0%BE%D1%81%D1%82%D1%83%D0%BF%D0%BB%D0%B5%D0%BD%D0%B8%D1%8F-1.docx
 Севастопольский государственный университет; 65.8; -0.6; 1724; 0; Да;бакалавриат;27;120.0;114000;магистратура;0;0.0;45000;9821ffaf-6064-4bda-8881-64db50b60b55;299053, г. Севастополь, ул. Университетская, д. 33;True;True;https://welcome.sevsu.ru/specialnosti/
 Сибирский государственный индустриальный университет ; 65.3; 2.3; 1095; 1; Нет;бакалавриат;20;120.0;140350;0;0;0;0;aa29b86f-5cf0-418b-9b31-fa9d4421f3e9;654007, Кемеровская область - Кузбасс, г. Новокузнецк, Центральный р-н, ул. Кирова, зд. 42;False;True;https://www.sibsiu.ru/abiturientu/AbitReport/index2.php?sphrase_id=454970
 Сибирский государственный университет геосистем и технологий ; 67.8; -1; 489; 0; Нет;бакалавриат;0;0.0;40812;магистратура;0;0.0;47376;56a52ade-1d79-499e-9a26-0d364402e32e;630108, г. Новосибирск, ул. Плахотного, д. 10;False;True;https://sgugit.ru/abitur/bachelor/#abitur_plan_priema
 Сибирский федеральный университет; 70.1; -1; 3337; 8; Да;бакалавриат;80;125.0;176934;магистратура;37;41.0;188584;ed090e19-9cf6-40f3-b40d-d4f69a2aabea;660041, Красноярский край, г. Красноярск, просп. Свободный, д. 79;True;True;https://admissions.sfu-kras.ru/exams
 Ставропольский государственный аграрный университет; 62.2; 0.8; 565; 0; Да;бакалавриат;4;145.0;32000;магистратура;0;0.0;37000;c1fa38a6-9015-43a7-8756-8cbab8856eb5;переулок Зоотехнический, 12, г. Ставрополь, Ставропольский край, 355017;False;True;http://www.stgau.ru/abiturient/pologenie/docs/2022/10.1.pdf http://www.stgau.ru/abiturient/pologenie/docs/2022/10.2.pdf
 Сыктывкарский государственный университет; 67.6; 0.4; 750; 1; Нет;бакалавриат;15;125.0;180550;магистратура;10;60.0;191900;4b77dbc6-0450-4bfa-878e-d153aaee32fb;167001, Республика Коми, г.Сыктывкар, Октябрьский пр., д.55;False;True;https://syktsu.ru/abitur/
 Тамбовский государственный университет имени Г.Р. Державина; 67.6; -0.9; 929; 0; Нет;бакалавриат;16;172.0;114000;магистратура;6;15.0;121000;eeaec74b-1739-42e4-9c36-02c2329fc9f9;392036, Центральный федеральный округ, Тамбовская область, г. Тамбов, ул. Интернациональная, 33;True;False;http://abiturient.tsutmb.ru/normativno_pravovoe_obespechenie_priema_2020_2021_goda/
 Тверской государственный университет; 68.6; -3.5; 856; 0; Да;бакалавриат;25;;130380;магистратура;11;;138870;b67da480-580c-4c77-b250-85a53beb6942;170100, г. Тверь, ул.Желябова, 33;False;True;https://priem.tversu.ru/
 Томский государственный университет систем управления и радиоэлектроники; 68.7; -0.3; 1236; 3; Нет;бакалавриат;13;183.0;76226;0;0;0;0;86d8ad91-16a5-492e-89c4-f89e877684aa;634050, Россия, г. Томск, пр. Ленина, 40;False;True;https://abiturient.tusur.ru/storage/139741/KCP-byudzhet_i_PVZ_ochnoe_na_2021_na_AJT%2029_10.pdf
 Тюменский государственный университет; 77.9; -0.8; 1408; 18; Да;бакалавриат;40;166.0;158947;магистратура;36;48.0;175928;768dfccd-97bb-4534-85e4-e048c214b9c4;625003, Тюменская область, г. Тюмень, ул. Семакова, д. 10;False;False;https://abiturient.utmn.ru/postuplenie/priemnaya-kampaniya-2022/kolichestvo-mest/
 Удмуртский государственный университет ; 67.2; -1.6; 1264; 6; Да;бакалавриат;30;163.0;131700;магистратура;30;163.0;131700;a6558ddd-86a6-4a6a-83bc-f678ef69a53d;426034, Удмуртская Республика, г. Ижевск, ул. Университетская, д. 1;False;False;https://udsu.ru/admissions/2022/vysshee-obrazovanie-bakalavriat-i-spetsialitet/quantity_2022
 Ульяновский государственный университет; 66.3; -1; 853; 0; Нет;бакалавриат;18;163.0;112840;0;0;0;0;918d7167-278c-444d-853f-dfa0d42c7908;432017, г.Ульяновск, ул.Л.Толстого, 42;False;True;http://abiturient.ulsu.ru/tiles/general/
 Уральский государственный аграрный университет ; 63.2; 2.4; 458; 0; Нет;бакалавриат;0;0.0;49500;магистратура;0;0.0;45000;78e0aa76-2b42-4fdf-9e7e-228e2fc20a4a;457100, Челябинская область, г. Троицк, ул. Гагарина, дом 13;False;False;https://юургау.рф/abitur/bachelor/#abitur_plan_priema
 Уральский государственный горный университет ; 67.9; 0.4; 667; 0; Да;бакалавриат;24;118.0;143000;магистратура;0;0.0;65000;caa1c0f9-4e76-4dc2-bb21-280dea64da0c;620144, Свердловская область, г.Екатеринбург, ул.Куйбышева, д.30;False;True;http://abit.ursmu.ru/importante/kontrolnye-cifry-priema.html
